1.000000000000000000e+00,1.000000000000000000e+01
2.000000000000000000e+00,1.123595505617977608e+01
3.000000000000000000e+00,1.247191011235955038e+01
4.000000000000000000e+00,1.370786516853932469e+01
5.000000000000000000e+00,1.494382022471910076e+01
6.000000000000000000e+00,1.617977528089887684e+01
7.000000000000000000e+00,1.741573033707864937e+01
8.000000000000000000e+00,1.865168539325842545e+01
9.000000000000000000e+00,1.988764044943820153e+01
1.000000000000000000e+01,2.112359550561797761e+01
1.100000000000000000e+01,2.235955056179775369e+01
1.200000000000000000e+01,2.359550561797752621e+01
1.300000000000000000e+01,2.483146067415730229e+01
1.400000000000000000e+01,2.606741573033707837e+01
1.500000000000000000e+01,2.730337078651685090e+01
1.600000000000000000e+01,2.853932584269662698e+01
1.700000000000000000e+01,2.977528089887640306e+01
1.800000000000000000e+01,3.101123595505617914e+01
1.900000000000000000e+01,3.224719101123595522e+01
2.000000000000000000e+01,3.348314606741573130e+01
2.100000000000000000e+01,3.471910112359550737e+01
2.200000000000000000e+01,3.595505617977528345e+01
2.300000000000000000e+01,3.719101123595505243e+01
2.400000000000000000e+01,3.842696629213482851e+01
2.500000000000000000e+01,3.966292134831460459e+01
2.600000000000000000e+01,4.089887640449438067e+01
2.700000000000000000e+01,4.213483146067415674e+01
2.800000000000000000e+01,4.337078651685393282e+01
2.900000000000000000e+01,4.460674157303370180e+01
3.000000000000000000e+01,4.584269662921347788e+01
3.100000000000000000e+01,4.707865168539325396e+01
3.200000000000000000e+01,4.831460674157303004e+01
3.300000000000000000e+01,4.955056179775280611e+01
3.400000000000000000e+01,5.078651685393258219e+01
3.500000000000000000e+01,5.202247191011235827e+01
3.600000000000000000e+01,5.325842696629213435e+01
3.700000000000000000e+01,5.449438202247191043e+01
3.800000000000000000e+01,5.573033707865167941e+01
3.900000000000000000e+01,5.696629213483145548e+01
4.000000000000000000e+01,5.820224719101123156e+01
4.100000000000000000e+01,5.943820224719100764e+01
4.200000000000000000e+01,6.067415730337078372e+01
4.300000000000000000e+01,6.191011235955055980e+01
4.400000000000000000e+01,6.314606741573033588e+01
4.500000000000000000e+01,6.438202247191010485e+01
4.600000000000000000e+01,6.561797752808988093e+01
4.700000000000000000e+01,6.685393258426965701e+01
4.800000000000000000e+01,6.808988764044943309e+01
4.900000000000000000e+01,6.932584269662920917e+01
5.000000000000000000e+01,7.056179775280898525e+01
5.100000000000000000e+01,7.179775280898876133e+01
5.200000000000000000e+01,7.303370786516853741e+01
5.300000000000000000e+01,7.426966292134831349e+01
5.400000000000000000e+01,7.550561797752808957e+01
5.500000000000000000e+01,7.674157303370786565e+01
5.600000000000000000e+01,7.797752808988764173e+01
5.700000000000000000e+01,7.921348314606740360e+01
5.800000000000000000e+01,8.044943820224717967e+01
5.900000000000000000e+01,8.168539325842695575e+01
6.000000000000000000e+01,8.292134831460673183e+01
6.100000000000000000e+01,8.415730337078650791e+01
6.200000000000000000e+01,8.539325842696628399e+01
6.300000000000000000e+01,8.662921348314606007e+01
6.400000000000000000e+01,8.786516853932583615e+01
6.500000000000000000e+01,8.910112359550561223e+01
6.600000000000000000e+01,9.033707865168538831e+01
6.700000000000000000e+01,9.157303370786516439e+01
6.800000000000000000e+01,9.280898876404494047e+01
6.900000000000000000e+01,9.404494382022471655e+01
7.000000000000000000e+01,9.528089887640449263e+01
7.100000000000000000e+01,9.651685393258426870e+01
7.200000000000000000e+01,9.775280898876404478e+01
7.300000000000000000e+01,9.898876404494382086e+01
7.400000000000000000e+01,1.002247191011235827e+02
7.500000000000000000e+01,1.014606741573033588e+02
7.600000000000000000e+01,1.026966292134831349e+02
7.700000000000000000e+01,1.039325842696629110e+02
7.800000000000000000e+01,1.051685393258426870e+02
7.900000000000000000e+01,1.064044943820224631e+02
8.000000000000000000e+01,1.076404494382022392e+02
8.100000000000000000e+01,1.088764044943820153e+02
8.200000000000000000e+01,1.101123595505617914e+02
8.300000000000000000e+01,1.113483146067415674e+02
8.400000000000000000e+01,1.125842696629213435e+02
8.500000000000000000e+01,1.138202247191011196e+02
8.600000000000000000e+01,1.150561797752808957e+02
8.700000000000000000e+01,1.162921348314606718e+02
8.800000000000000000e+01,1.175280898876404478e+02
8.900000000000000000e+01,1.187640449438202097e+02
9.000000000000000000e+01,1.200000000000000000e+02
9.100000000000000000e+01,1.226009019701867686e+02
9.200000000000000000e+01,1.143806872486497781e+02
9.300000000000000000e+01,1.175102517704622471e+02
9.400000000000000000e+01,1.249202706375795060e+02
9.500000000000000000e+01,1.110949327901997208e+02
9.600000000000000000e+01,1.225413683733701191e+02
9.700000000000000000e+01,1.259234579026646657e+02
9.800000000000000000e+01,1.255621795463096220e+02
9.900000000000000000e+01,1.100821830444128437e+02
1.000000000000000000e+02,1.184717928318995916e+02
1.010000000000000000e+02,1.112448139319073306e+02
1.020000000000000000e+02,1.162339119599557904e+02
1.030000000000000000e+02,1.252145186928898255e+02
1.040000000000000000e+02,1.226603619739009616e+02
1.050000000000000000e+02,1.258548721878708818e+02
1.060000000000000000e+02,1.196767850874666692e+02
1.070000000000000000e+02,1.163084090006434792e+02
1.080000000000000000e+02,1.132663926192691406e+02
1.090000000000000000e+02,1.250770001301368239e+02
1.100000000000000000e+02,1.242483245475901583e+02
1.110000000000000000e+02,1.286616411455954392e+02
1.120000000000000000e+02,1.260186860000185618e+02
1.130000000000000000e+02,1.178020315149033905e+02
1.140000000000000000e+02,1.259321035517897656e+02
